FILESTATUS,CEER,STATEDIST,GRAD YR
ACCEPTED,483,DCOL,2019
VOID,246,FL20,2019
VOID,0,PA06,2019
ACCEPTED,544,OK01,2019
VOID,0,PA15,2019
VOID,597,OH16,2019
VOID,558,IL06,2019
VOID,394,TN08,2019
VOID,399,GA04,2019
VOID,0,TN01,2019
VOID,437,NY12,2019
VOID,0,NJ01,2019
VOID,0,MD01,2019
ACCEPTED,493,MN04,2019
VOID,600,NY05,2019
VOID,440,GA04,2019
VOID,0,CA43,2019
VOID,472,AL06,2019
VOID,437,AZ02,2019
VOID,455,DEAL,2019
VOID,357,NC02,2019
VOID,499,OK01,2019
VOID,0,IL12,2019
VOID,383,AL02,2019
VOID,423,AL06,2019
ACCEPTED,578,TN05,2019
VOID,0,NC01,2019
DISQUALIFIED,433,IL14,2019
ACCEPTED,577,MD02,2019
VOID,0,OK01,2019
VOID,526,MD04,2019
VOID,444,FL24,2019
DISQUALIFIED,470,TX30,2019
ACCEPTED,520,KY03,2019
VOID,546,AL02,2019
VOID,626,NC04,2019
VOID,541,AZ02,2019
VOID,504,CA18,2019
VOID,0,GA06,2019
VOID,340,IL09,2019
VOID,427,NJ12,2019
VOID,476,FL24,2019
VOID,0,MD02,2019
VOID,0,SC06,2019
DISQUALIFIED,552,CA07,2019
VOID,0,MD08,2019
VOID,400,NC03,2019
VOID,0,FL11,2019
DISQUALIFIED,493,NC02,2019
VOID,632,RI01,2019
VOID,273,NY05,2019
VOID,473,TN09,2019
VOID,421,TN07,2019
VOID,497,OH08,2019
VOID,0,AR02,2019
VOID,512,NC07,2019
VOID,0,NY16,2019
VOID,308,GA01,2019
VOID,326,TX28,2019
DISQUALIFIED,488,MD05,2019
VOID,500,SC06,2019
VOID,0,IL07,2019
VOID,0,AR04,2019
VOID,418,DCOL,2019
VOID,0,CA43,2019
VOID,484,GA12,2019
ACCEPTED,403,TX08,2019
VOID,462,PA12,2019
VOID,452,IL07,2019
DISQUALIFIED,475,GA02,2019
VOID,240,CA18,2019
DISQUALIFIED,486,MD02,2019
VOID,510,LA01,2019
VOID,0,NC02,2019
VOID,590,TX21,2019
ACCEPTED,618,CA36,2019
VOID,450,FL21,2019
VOID,0,TN01,2019
VOID,469,WI04,2019
DISQUALIFIED,412,GA08,2019
VOID,0,NC11,2019
VOID,0,NC08,2019
VOID,419,OK05,2019
ACCEPTED,677,VA11,2019
ACCEPTED,554,DEAL,2019
VOID,299,FL20,2019
VOID,569,CA20,2019
VOID,0,NC08,2019
ACCEPTED,583,MO01,2019
VOID,0,NJ09,2019
VOID,0,IL01,2019
VOID,441,WA05,2019
VOID,378,MD02,2019
VOID,335,MD05,2019
DISQUALIFIED,504,CO05,2019
VOID,369,TX32,2019
VOID,518,NC13,2019
VOID,0,NC04,2019
ACCEPTED,442,FL05,2019
VOID,462,CA37,2019
ACCEPTED,545,NC13,2019
DISQUALIFIED,598,NC01,2019
VOID,306,MD04,2019
VOID,0,NC12,2019
ACCEPTED,665,GA11,2019
VOID,371,DCOL,2019
VOID,382,CA30,2019
VOID,330,MD05,2019
ACCEPTED,508,CA48,2019
VOID,377,MD07,2019
VOID,0,SC06,2019
VOID,639,GA13,2019
DECLINED,584,PA08,2019
VOID,463,IL07,2019
VOID,0,NY13,2019
VOID,556,CA18,2019
ACCEPTED,531,TX31,2019
VOID,500,NJ02,2019
VOID,0,MD04,2019
ACCEPTED,568,GA02,2019
VOID,314,NC04,2019
VOID,0,MD04,2019
DISQUALIFIED,465,GA13,2019
VOID,391,MI10,2019
VOID,454,KY02,2019
ACCEPTED,469,CO05,2019
VOID,324,SC05,2019
VOID,0,TX04,2019
VOID,362,AR01,2019
VOID,417,VA03,2019
VOID,390,GA01,2019
DISQUALIFIED,458,VA03,2019
VOID,466,VA03,2019
VOID,0,GA04,2019
VOID,422,IL07,2019
VOID,349,MN04,2019
VOID,0,CA37,2019
VOID,0,MD02,2019
ACCEPTED,623,CA28,2019
VOID,0,CA27,2019
VOID,376,OK05,2019
VOID,351,AL01,2019
VOID,431,VA02,2019
ACCEPTED,641,TX06,2019
VOID,301,FL24,2019
VOID,369,MD07,2019
VOID,0,TX01,2019
VOID,437,TX33,2019
VOID,0,LA04,2019
VOID,522,TN02,2019
VOID,0,GA02,2019
VOID,422,AZ02,2019
VOID,355,NJ02,2019
VOID,475,MD04,2019
VOID,576,VA01,2019
VOID,417,PA04,2019
ACCEPTED,625,FL15,2019
VOID,456,WA08,2019
VOID,417,SC01,2019
VOID,439,OH14,2019
VOID,485,CA21,2019
VOID,436,GA01,2019
VOID,470,CA25,2019
VOID,0,DCOL,2019
DISQUALIFIED,464,NY20,2019
ACCEPTED,611,FL23,2019
ACCEPTED,552,NDAL,2019
VOID,0,GA13,2019
VOID,492,TX03,2019
VOID,336,MD03,2019
VOID,333,LA05,2019
VOID,0,AL02,2019
VOID,551,FL04,2019
ACCEPTED,673,MD08,2019
ACCEPTED,562,GA07,2019
VOID,0,FL20,2019
VOID,420,MI14,2019
VOID,360,SC02,2019
DISQUALIFIED,510,MI14,2019
VOID,490,VIAL,2019
VOID,429,VA11,2019
VOID,0,GA01,2019
VOID,0,PA13,2019
DISQUALIFIED,513,LA05,2019
VOID,0,VA05,2019
ACCEPTED,474,CA51,2019
DISQUALIFIED,649,AR03,2019
VOID,569,TX31,2019
VOID,402,NJ02,2019
VOID,342,NJ12,2019
VOID,0,RI01,2019
VOID,525,NM02,2019
VOID,462,FL09,2019
VOID,416,NY13,2019
VOID,0,TX09,2019
VOID,449,TX18,2019
VOID,0,LA05,2019
VOID,512,FL06,2019
ACCEPTED,512,NJ08,2019
VOID,392,NC02,2019
VOID,0,TN07,2019
VOID,0,MD03,2019
VOID,0,IL01,2019
VOID,0,FL14,2019
VOID,606,TX03,2019
VOID,0,TN08,2019
VOID,0,NY09,2019
VOID,333,CA15,2019
VOID,678,MD04,2019
DISQUALIFIED,548,MO01,2019
VOID,0,GA09,2019
VOID,373,TX32,2019
VOID,426,CA25,2019
VOID,0,GA02,2019
VOID,0,SC02,2019
VOID,377,NC13,2019
VOID,322,NC13,2019
DISQUALIFIED,442,NC09,2019
VOID,478,MD04,2019
VOID,0,FL24,2019
VOID,0,SC01,2019
VOID,594,MA05,2019
VOID,0,CA13,2019
VOID,0,NC12,2019
ACCEPTED,603,VA08,2019
VOID,0,FL21,2019
VOID,478,NY16,2019
ACCEPTED,521,NJ10,2019
VOID,390,LA04,2019
VOID,0,VA03,2019
VOID,581,GA04,2019
DISQUALIFIED,595,TX22,2019
VOID,420,AL06,2019
VOID,0,GA01,2019
VOID,0,SC03,2019
VOID,0,AL02,2019
VOID,461,VA07,2019
VOID,0,NY12,2019
ACCEPTED,568,MI13,2019
VOID,380,TX35,2019
VOID,332,TX35,2019
VOID,0,AZ04,2019
VOID,497,NH02,2019
VOID,0,GA08,2019
ACCEPTED,546,FL16,2019
DISQUALIFIED,507,VA07,2019
VOID,460,OH01,2019
ACCEPTED,639,FL07,2019
VOID,486,GA12,2019
VOID,419,NY16,2019
VOID,425,FL18,2019
VOID,375,FL10,2019
VOID,421,LA06,2019
VOID,0,NJ10,2019
VOID,475,TX09,2019
UNRESOLVED,630,MI13,2019
VOID,0,VA01,2019
DISQUALIFIED,488,NC13,2019
VOID,313,VA03,2019
VOID,428,AL02,2019
VOID,593,MD03,2019
VOID,370,FL20,2019
VOID,447,NC07,2019
ACCEPTED,506,FL08,2019
VOID,0,SC04,2019
VOID,515,NC12,2019
VOID,442,SC02,2019
VOID,0,WI05,2019
ACCEPTED,412,NY16,2019
ACCEPTED,534,MD07,2019
VOID,0,VA02,2019
VOID,401,VA03,2019
VOID,0,GA01,2019
VOID,0,GA13,2019
VOID,0,SC07,2019
VOID,0,OH15,2019
VOID,482,GA13,2019
VOID,360,MS01,2019
VOID,419,DCOL,2019
VOID,558,PA17,2019
DISQUALIFIED,546,TN09,2019
VOID,670,CA27,2019
VOID,0,GA01,2019
VOID,357,FL20,2019
VOID,386,IL03,2019
VOID,414,FL05,2019
VOID,0,GA11,2019
VOID,448,IN01,2019
VOID,476,AL01,2019
DISQUALIFIED,521,SC05,2019
VOID,0,MS03,2019
DISQUALIFIED,543,OH03,2019
VOID,0,VA03,2019
VOID,586,PA18,2019
VOID,516,MD02,2019
VOID,473,OH03,2019
VOID,0,NJ01,2019
VOID,0,MO01,2019
VOID,447,GA08,2019
VOID,470,NY22,2019
VOID,406,TX02,2019
VOID,472,GA06,2019
DISQUALIFIED,514,GA02,2019
VOID,0,TN06,2019
ACCEPTED,593,MI11,2019
VOID,446,OK01,2019
VOID,0,FL23,2019
VOID,518,OH11,2019
DISQUALIFIED,476,TN09,2019
ACCEPTED,495,TX29,2019
VOID,466,NC04,2019
VOID,465,VA05,2019
VOID,528,DCOL,2019
VOID,481,IL01,2019
VOID,396,SC06,2019
VOID,378,MS03,2019
ACCEPTED,520,TX17,2019
VOID,0,GA01,2019
VOID,0,NY16,2019
VOID,0,MO08,2019
VOID,0,WA03,2019
VOID,467,SC07,2019
VOID,0,GA07,2019
DISQUALIFIED,405,NC02,2019
VOID,370,OH11,2019
VOID,412,NY08,2019
UNRESOLVED,468,MS04,2019
VOID,410,SC01,2019
VOID,473,GA07,2019
VOID,0,NC03,2019
VOID,494,MD03,2019
ACCEPTED,526,VA11,2019
VOID,0,AL01,2019
VOID,0,CA37,2019
VOID,0,OH12,2019
ACCEPTED,515,FL14,2019
VOID,556,AZ06,2019
ACCEPTED,548,GA02,2019
VOID,0,NC05,2019
DISQUALIFIED,484,AR04,2019
ACCEPTED,555,NV02,2019
DISQUALIFIED,408,CA10,2019
VOID,330,IL07,2019
VOID,426,GA13,2019
VOID,424,GA03,2019
VOID,580,GA02,2019
VOID,469,NY14,2019
VOID,0,DCOL,2019
VOID,453,FL18,2019
VOID,0,CT02,2019
UNRESOLVED,582,MD02,2019
DISQUALIFIED,610,NY09,2019
VOID,419,TX27,2019
VOID,546,AL06,2019
ACCEPTED,578,CA46,2019
VOID,406,TN07,2019
VOID,496,GA03,2019
VOID,0,TN09,2019
VOID,523,LA03,2019
VOID,0,FL24,2019
VOID,0,SC06,2019
VOID,428,AL05,2019
VOID,0,NC02,2019
ACCEPTED,511,SC02,2019
VOID,0,MD01,2019
VOID,493,LA02,2019
VOID,0,IL11,2019
ACCEPTED,507,GA02,2019
VOID,499,IL07,2019
DISQUALIFIED,476,IL07,2019
VOID,311,NC05,2019
VOID,383,NC06,2019
VOID,0,GA01,2019
VOID,328,LA03,2019
DISQUALIFIED,477,MI05,2019
VOID,0,LA01,2019
VOID,446,NY05,2019
VOID,435,NJ10,2019
ACCEPTED,560,KY02,2019
VOID,0,GA04,2019
VOID,356,CA50,2019
VOID,407,TX24,2019
DISQUALIFIED,500,TX24,2019
DECLINED,583,GA04,2019
VOID,0,IN01,2019
VOID,523,FL15,2019
VOID,414,NY18,2019
DISQUALIFIED,536,NE01,2019
VOID,0,MS04,2019
DISQUALIFIED,572,DCOL,2019
VOID,0,SC01,2019
VOID,0,FL14,2019
ACCEPTED,564,TX15,2019
VOID,480,MD08,2019
VOID,427,MD03,2019
VOID,586,TN04,2019
VOID,0,GA05,2019
VOID,0,OH08,2019
VOID,0,TX15,2019
VOID,0,AL03,2019
VOID,0,AL07,2019
VOID,0,AL03,2019
ACCEPTED,642,AL05,2019
VOID,481,NJ10,2019
VOID,405,LA02,2019
ACCEPTED,584,NC09,2019
VOID,523,IL07,2019
ACCEPTED,595,SC05,2019
VOID,545,FL15,2019
DISQUALIFIED,407,SC02,2019
DISQUALIFIED,695,MS04,2019
VOID,400,NJ07,2019
ACCEPTED,486,KS01,2019
DISQUALIFIED,510,FL14,2019
VOID,405,OH11,2019
VOID,0,NC04,2019
VOID,458,CA07,2019
VOID,735,CA43,2019
VOID,297,PA01,2019
VOID,395,AL05,2019
VOID,0,GA08,2019
VOID,444,CA53,2019
ACCEPTED,524,VA01,2019
VOID,307,AL02,2019
VOID,396,NJ12,2019
VOID,571,NY05,2019
DISQUALIFIED,471,MD04,2019
VOID,0,AL02,2019
VOID,370,VA11,2019
ACCEPTED,461,VA07,2019
VOID,0,IN01,2019
VOID,450,PA06,2019
ACCEPTED,464,CA17,2019
VOID,369,TX18,2019
VOID,388,LA02,2019
VOID,0,FL24,2019
VOID,439,IL07,2019
VOID,0,TX06,2019
VOID,0,GA01,2019
VOID,525,TX31,2019
VOID,282,IL11,2019
VOID,353,OH13,2019
VOID,0,GA02,2019
VOID,361,FL13,2019
DECLINED,569,LA06,2019
VOID,462,TX32,2019
VOID,358,MD03,2019
VOID,568,GA06,2019
VOID,291,OH01,2019
VOID,0,MD04,2019
VOID,425,LA06,2019
VOID,445,VA11,2019
VOID,494,NY18,2019
DISQUALIFIED,459,FL05,2019
VOID,0,KY03,2019
VOID,476,NY16,2019
VOID,0,FL20,2019
VOID,0,GA07,2019
VOID,434,FL23,2019
VOID,420,MD04,2019
VOID,472,LA01,2019
VOID,420,FL12,2019
VOID,0,TX14,2019
VOID,422,CA12,2019
DISQUALIFIED,497,MD02,2019
VOID,0,SC01,2019
VOID,0,MS04,2019
VOID,421,GA08,2019
DISQUALIFIED,541,GA07,2019
VOID,380,KS01,2019
VOID,305,FL21,2019
VOID,532,SC03,2019
VOID,537,VIAL,2019
VOID,334,CA36,2019
VOID,465,TX17,2019
VOID,507,NJ06,2019
VOID,393,NY15,2019
VOID,413,CA51,2019
VOID,612,VA11,2019
VOID,374,IL02,2019
VOID,556,FL08,2019
VOID,473,GA02,2019
VOID,495,OH03,2019
ACCEPTED,461,VA10,2019
VOID,0,SC06,2019
VOID,0,SC06,2019
VOID,0,TX25,2019
VOID,589,AZ08,2019
VOID,437,AL03,2019
VOID,0,TX34,2019
VOID,450,SC06,2019
DISQUALIFIED,537,WI04,2019
VOID,469,MD02,2019
VOID,423,FL26,2019
VOID,412,MO05,2019
VOID,54,TN07,2019
OFFER WITHDRAWN,622,GA05,2019
VOID,463,TN04,2019
VOID,419,CA31,2019
DISQUALIFIED,505,AKAL,2019
VOID,442,GA05,2019
ACCEPTED,519,VA03,2019
VOID,0,NC04,2019
ACCEPTED,543,VA10,2019
DECLINED,605,AL02,2019
VOID,0,TX28,2019
ACCEPTED,579,CT01,2019
VOID,505,VA04,2019
VOID,0,NC13,2019
DECLINED,676,VA10,2019
ACCEPTED,585,NV04,2019
VOID,335,FL26,2019
DISQUALIFIED,542,PA02,2019
VOID,419,WA08,2019
UNRESOLVED,702,SC05,2019
VOID,0,SC06,2019
VOID,514,VA08,2019
VOID,457,FL05,2019
VOID,0,AL03,2019
VOID,367,TX32,2019
VOID,0,GA12,2019
VOID,0,OH09,2019
VOID,0,FL12,2019
VOID,441,NY05,2019
VOID,0,CA04,2019
VOID,531,NC07,2019
DISQUALIFIED,388,OH11,2019
VOID,351,IL02,2019
VOID,399,AL03,2019
ACCEPTED,516,FL03,2019
VOID,552,FL15,2019
DISQUALIFIED,435,GA05,2019
VOID,410,GA13,2019
VOID,0,TX35,2019
VOID,437,AZ03,2019
VOID,395,GA08,2019
VOID,459,AL02,2019
VOID,0,TX13,2019
ACCEPTED,477,NY08,2019
VOID,0,CA50,2019
VOID,514,CO05,2019
VOID,391,VA10,2019
VOID,501,DEAL,2019
VOID,517,MD07,2019
VOID,471,TX07,2019
VOID,0,AL02,2019
VOID,0,FL05,2019
DISQUALIFIED,498,TX29,2019
DECLINED,673,CA23,2019
VOID,0,MD05,2019
VOID,165,AR01,2019
VOID,382,NC07,2019
DISQUALIFIED,430,NY26,2019
VOID,494,PA02,2019
VOID,471,CA31,2019
VOID,367,IL02,2019
VOID,504,AR02,2019
DISQUALIFIED,492,CA14,2019
VOID,0,AL02,2019
VOID,528,GA05,2019
VOID,546,GA05,2019
DISQUALIFIED,453,NC04,2019
DECLINED,647,PA14,2019
VOID,0,IL02,2019
ACCEPTED,497,NJ05,2019
VOID,0,CA09,2019
VOID,553,AZ08,2019
ACCEPTED,625,NC02,2019
VOID,380,CT03,2019
VOID,0,NY13,2019
VOID,0,VA03,2019
ACCEPTED,587,FL23,2019
ACCEPTED,681,FL23,2019
VOID,0,PA15,2019
VOID,0,CA31,2019
VOID,515,GA06,2019
VOID,0,OH12,2019
VOID,582,SDAL,2019
VOID,514,MD08,2019
VOID,301,MD05,2019
VOID,442,TX24,2019
VOID,441,NC12,2019
VOID,423,NC12,2019
UNRESOLVED,582,CA14,2019
VOID,441,GA01,2019
DISQUALIFIED,466,MI14,2019
VOID,0,ME02,2019
DISQUALIFIED,636,VA01,2019
VOID,348,FL02,2019
VOID,422,VA06,2019
VOID,515,GA05,2019
VOID,0,GA05,2019
VOID,574,NV04,2019
DISQUALIFIED,512,VA04,2019
VOID,363,PA01,2019
ACCEPTED,529,WA08,2019
DISQUALIFIED,436,TN09,2019
VOID,0,MD04,2019
VOID,0,MD08,2019
VOID,0,CT04,2019
VOID,550,FL05,2019
ACCEPTED,648,NJ05,2019
VOID,0,VA01,2019
DISQUALIFIED,509,IL01,2019
VOID,0,AR02,2019
VOID,465,OR03,2019
VOID,0,MI14,2019
VOID,0,MO08,2019
VOID,385,AL02,2019
VOID,0,GA12,2019
VOID,509,ME02,2019
VOID,588,LA01,2019
VOID,521,NC13,2019
VOID,0,MD04,2019
VOID,348,OH15,2019
VOID,734,IN01,2019
VOID,449,FL02,2019
VOID,546,GA05,2019
VOID,0,TX08,2019
ACCEPTED,549,TX02,2019
VOID,0,NJ07,2019
DISQUALIFIED,402,DCOL,2019
DISQUALIFIED,468,VA07,2019
VOID,0,GA02,2019
VOID,300,MD05,2019
UNRESOLVED,466,TX31,2019
VOID,339,CA49,2019
VOID,483,NC04,2019
VOID,0,PA02,2019
VOID,0,FL15,2019
VOID,443,WA03,2019
VOID,499,DCOL,2019
VOID,534,GA04,2019
DISQUALIFIED,474,CA50,2019
VOID,0,MO05,2019
VOID,484,OH02,2019
VOID,0,NJ10,2019
OFFER WITHDRAWN,653,GA13,2019
VOID,622,CA36,2019
VOID,0,CA37,2019
VOID,498,NC12,2019
VOID,423,IL01,2019
VOID,410,IL01,2019
VOID,548,TX17,2019
VOID,505,IL01,2019
VOID,0,NC04,2019
VOID,0,GA05,2019
VOID,436,MS04,2019
VOID,304,KY02,2019
VOID,0,CA17,2019
VOID,390,AL03,2019
VOID,572,NY14,2019
VOID,493,NY15,2019
ACCEPTED,485,NY17,2019
DISQUALIFIED,407,GA01,2019
DISQUALIFIED,419,VA02,2019
VOID,0,FL05,2019
VOID,393,NJ07,2019
VOID,571,MO06,2019
VOID,0,GA14,2019
DISQUALIFIED,493,CT03,2019
ACCEPTED,453,IL01,2019
DISQUALIFIED,494,MD04,2019
VOID,457,GA04,2019
VOID,0,NC04,2019
VOID,541,OH05,2019
VOID,361,SC06,2019
VOID,445,GA05,2019
DISQUALIFIED,451,CA39,2019
VOID,450,VA11,2019
VOID,0,NC12,2019
VOID,0,TX05,2019
VOID,0,NC07,2019
VOID,354,MD05,2019
VOID,558,MD04,2019
VOID,0,NC02,2019
VOID,433,GA12,2019
DISQUALIFIED,471,IL01,2019
ACCEPTED,565,CA11,2019
DISQUALIFIED,460,NY24,2019
DISQUALIFIED,476,NC08,2019
VOID,433,NJ01,2019
DISQUALIFIED,503,PA17,2019
ACCEPTED,599,TX27,2019
VOID,587,PA05,2019
VOID,0,GA13,2019
VOID,416,LA04,2019
VOID,319,NE03,2019
VOID,446,IN06,2019
DISQUALIFIED,514,MO02,2019
VOID,411,IL06,2019
ACCEPTED,581,NJ03,2019
VOID,453,TX24,2019
VOID,460,TX33,2019
VOID,0,IL01,2019
VOID,437,GA02,2019
DISQUALIFIED,570,IL01,2019
ACCEPTED,519,KY03,2019
VOID,385,NY05,2019
VOID,443,TX32,2019
VOID,374,DCOL,2019
VOID,638,KY03,2019
VOID,497,VA10,2019
VOID,297,CA53,2019
VOID,397,MO01,2019
VOID,0,MI06,2019
VOID,315,TN09,2019
VOID,539,NC02,2019
VOID,447,AL03,2019
VOID,454,TX06,2019
VOID,0,AR04,2019
VOID,0,TX10,2019
VOID,0,AL03,2019
VOID,466,TX02,2019
ACCEPTED,530,GA04,2019
VOID,0,MD04,2019
VOID,629,TX33,2019
VOID,534,GA02,2019
VOID,317,NY18,2019
VOID,350,DCOL,2019
DISQUALIFIED,428,AZ09,2019
VOID,0,AL02,2019
VOID,0,FL03,2019
VOID,659,LA04,2019
VOID,531,VA03,2019
VOID,467,TX08,2019
VOID,322,MN04,2019
VOID,366,MD04,2019
VOID,520,SC06,2019
VOID,0,NY17,2019
VOID,427,CO05,2019
VOID,517,CO05,2019
ACCEPTED,635,GA04,2019
ACCEPTED,608,NY11,2019
VOID,0,MA02,2019
VOID,0,CT03,2019
VOID,468,FL14,2019
VOID,400,WA10,2019
VOID,0,NC01,2019
VOID,453,FL05,2019
ACCEPTED,504,NY05,2019
VOID,0,TX01,2019
VOID,390,GA01,2019
VOID,344,LA01,2019
VOID,549,IL12,2019
VOID,434,TX35,2019
OFFER WITHDRAWN,753,TN03,2019
VOID,367,MD05,2019
VOID,0,CO06,2019
VOID,477,NJ07,2019
VOID,0,VA05,2019
DISQUALIFIED,486,MS03,2019
VOID,0,FL18,2019
VOID,0,TX23,2019
ACCEPTED,544,MD03,2019
VOID,619,CA45,2019
VOID,272,AKAL,2019
VOID,0,NC02,2019
ACCEPTED,487,IL01,2019
ACCEPTED,518,MD05,2019
VOID,405,NY18,2019
VOID,397,MA01,2019
VOID,484,NC04,2019
VOID,560,IL12,2019
VOID,0,SC04,2019
VOID,0,TN07,2019
VOID,485,MD05,2019
VOID,434,TX16,2019
DISQUALIFIED,472,AL01,2019
VOID,426,OH13,2019
VOID,305,MD02,2019
VOID,300,PA16,2019
DECLINED,603,MD02,2019
VOID,337,AL06,2019
VOID,0,CA09,2019
VOID,483,GA05,2019
VOID,381,KY06,2019
VOID,507,PA01,2019
VOID,450,VA01,2019
VOID,529,FL14,2019
VOID,0,LA03,2019
DISQUALIFIED,472,CA42,2019
VOID,0,MO05,2019
VOID,438,MD02,2019
DISQUALIFIED,495,FL12,2019
DISQUALIFIED,511,GA01,2019
DISQUALIFIED,539,TX22,2019
VOID,607,PA07,2019
DISQUALIFIED,484,GA07,2019
VOID,0,OH02,2019
VOID,435,WI05,2019
VOID,0,NY05,2019
VOID,527,TX18,2019
VOID,515,OH11,2019
VOID,435,GA12,2019
VOID,347,SC06,2019
DISQUALIFIED,527,GA01,2019
VOID,611,FL02,2019
ACCEPTED,594,CT03,2019
DISQUALIFIED,444,AZ08,2019
VOID,0,GA01,2019
VOID,410,NY16,2019
VOID,0,VA06,2019
VOID,492,OH04,2019
VOID,0,TX25,2019
VOID,397,SC03,2019
ACCEPTED,510,MD07,2019
ACCEPTED,628,FL17,2019
ACCEPTED,596,MD06,2019
DISQUALIFIED,504,OH11,2019
VOID,435,MD01,2019
VOID,344,NY04,2019
VOID,0,AL02,2019
VOID,313,TN07,2019
VOID,469,VA02,2019
VOID,423,SC02,2019
VOID,361,FL18,2019
VOID,435,FL01,2019
VOID,471,TX09,2019
VOID,579,CA06,2019
VOID,0,GA13,2019
ACCEPTED,477,AL02,2019
VOID,404,TX18,2019
VOID,339,MI12,2019
VOID,315,NC06,2019
VOID,0,FL18,2019
VOID,0,UT02,2019
VOID,0,VA03,2019
VOID,0,GA13,2019
VOID,484,NY25,2019
ACCEPTED,640,MS03,2019
VOID,368,VA03,2019
VOID,0,SC05,2019
VOID,429,KY02,2019
VOID,0,NY08,2019
VOID,396,NC03,2019
VOID,443,MD05,2019
VOID,613,FL24,2019
DISQUALIFIED,367,GA07,2019
VOID,623,KY03,2019
VOID,561,SC06,2019
VOID,607,CA50,2019
VOID,0,WYAL,2019
VOID,0,NY08,2019
DISQUALIFIED,606,CA03,2019
VOID,410,CA52,2019
VOID,615,GA06,2019
DISQUALIFIED,448,CO01,2019
DISQUALIFIED,406,GA01,2019
VOID,454,FL20,2019
VOID,0,NC07,2019
VOID,555,TX03,2019
VOID,634,FL01,2019
VOID,0,VA01,2019
VOID,0,TX25,2019
VOID,440,AL03,2019
VOID,0,TX06,2019
VOID,0,GA13,2019
VOID,465,TX35,2019
VOID,0,GA05,2019
VOID,0,SC06,2019
VOID,568,LA06,2019
VOID,375,FL15,2019
VOID,0,PA11,2019
VOID,449,MN02,2019
VOID,0,PA05,2019
ACCEPTED,598,OH11,2019
ACCEPTED,478,NJ10,2019
VOID,448,MD02,2019
VOID,522,RI01,2019
VOID,0,OH03,2019
ACCEPTED,619,CA50,2019
VOID,425,CA07,2019
DISQUALIFIED,532,MS03,2019
VOID,0,GA05,2019
VOID,0,GA12,2019
VOID,0,GA11,2019
VOID,483,VA01,2019
VOID,457,LA03,2019
ACCEPTED,563,CT02,2019
VOID,453,TX30,2019
VOID,0,KY06,2019
DISQUALIFIED,490,VA03,2019
ACCEPTED,446,IN08,2019
VOID,437,MD02,2019
VOID,410,NY09,2019
VOID,501,NY22,2019
VOID,397,SC06,2019
VOID,502,HI02,2019
ACCEPTED,536,MI06,2019
VOID,368,PA01,2019
ACCEPTED,549,GA13,2019
VOID,283,NC02,2019
VOID,0,NY05,2019
VOID,476,NC02,2019
VOID,0,NC04,2019
ACCEPTED,532,FL14,2019
VOID,320,MO04,2019
VOID,0,NY11,2019
VOID,418,VA07,2019
VOID,431,VA07,2019
UNRESOLVED,479,MS03,2019
VOID,419,AL02,2019
VOID,329,MD01,2019
VOID,638,IL11,2019
VOID,0,MD07,2019
VOID,392,MD05,2019
VOID,479,VA08,2019
DISQUALIFIED,491,MI14,2019
VOID,0,LA04,2019
VOID,515,MD05,2019
VOID,345,CA15,2019
VOID,454,DCOL,2019
ACCEPTED,734,CO06,2019
DISQUALIFIED,539,MD06,2019
VOID,502,PA01,2019
VOID,528,FL21,2019
VOID,286,MO03,2019
VOID,373,CT04,2019
VOID,431,NJ01,2019
VOID,426,NC06,2019
VOID,361,MD03,2019
VOID,0,NY17,2019
ACCEPTED,656,ME01,2019
VOID,487,MI10,2019
VOID,601,NJ02,2019
VOID,0,MD04,2019
VOID,0,MI13,2019
VOID,0,OH08,2019
VOID,477,NY16,2019
VOID,0,FL19,2019
VOID,268,DEAL,2019
VOID,0,MS03,2019
VOID,0,CA06,2019
DISQUALIFIED,509,OK05,2019
VOID,0,NJ06,2019
VOID,436,NC03,2019
VOID,0,NJ03,2019
ACCEPTED,644,NJ11,2019
VOID,324,PA02,2019
VOID,0,MD04,2019
ACCEPTED,542,FL22,2019
VOID,0,TX13,2019
VOID,608,CA02,2019
DISQUALIFIED,479,MI14,2019
VOID,416,MD05,2019
VOID,486,CA08,2019
DISQUALIFIED,468,IN05,2019
VOID,0,MS01,2019
DISQUALIFIED,421,TN06,2019
VOID,0,MD06,2019
VOID,0,SC02,2019
VOID,600,MI05,2019
ACCEPTED,610,NC02,2019
ACCEPTED,616,PA14,2019
VOID,0,GA13,2019
DISQUALIFIED,538,PA02,2019
VOID,410,MD02,2019
VOID,529,OH08,2019
VOID,0,TX19,2019
VOID,0,NY08,2019
VOID,0,TN09,2019
VOID,0,TX05,2019
VOID,0,IL10,2019
DECLINED,622,PA06,2019
VOID,409,SC03,2019
DISQUALIFIED,553,NV04,2019
VOID,0,NY18,2019
VOID,642,NM02,2019
VOID,661,AL03,2019
VOID,392,OH01,2019
VOID,359,GA01,2019
VOID,0,TX28,2019
VOID,444,NY15,2019
UNRESOLVED,382,NV04,2019
VOID,352,FL19,2019
VOID,473,NC06,2019
VOID,0,GA07,2019
VOID,475,PA15,2019
VOID,380,VA01,2019
VOID,0,CA11,2019
VOID,347,MI01,2019
VOID,385,FL12,2019
VOID,0,TX36,2019
VOID,325,SC01,2019
VOID,363,CO05,2019
DISQUALIFIED,538,GA01,2019
VOID,0,MD07,2019
