id,date,country,city,perp_group,fatalities,injured,target_type,region,attack_type,weapon_type,links,summary,taggedTopic
200703140001,2007-03-14,Thailand,Yaha (District),Unknown,8,11,Religious Figures/Institutions,Southeast Asia,"Bombing/Explosion,Armed Assault","Firearms,Explosives/Bombs/Dynamite",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200703140001,A Thai Mosque in the Yala district of Thailand was attacked in apparent retalation for a massacre of 9 Bhuddist commuters.  The bombing injured 11 Thai Muslims.  No claim of responsibility was reported.,shooting
200702200004,2007-02-20,West Bank and Gaza Strip,Nablus,Unknown,0,0,Private Citizens & Property,Middle East & North Africa,Hostage Taking (Kidnapping),Unknown,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200702200004,"Three American women were briefly kidnapped in the West Bank city of Nablus, Palestine, and were released later that day. A man calling himself Hadi Saud contacted The Associated Press in Nablus and said he was the kidnapper. He demanded to be given a job in the Palestinian security forces and medication for a shooting injury sustained last year, in exchange for releasing the hostages.",shooting
200702060001,2007-02-06,Algeria,Cherarda,Al-Qaida in the Islamic Maghreb (AQIM) (suspected),1,0,Government (General),Middle East & North Africa,Assassination,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200702060001,"Suspected members of Al-Qa ida in the Lands of the Islamic Maghreb (AQLIM) shot and killed Yakoubi Khelifa, the former mayor of Benchoud, in front of his home in Cherarda, Algeria.",shooting
200701280003,2007-01-28,Somalia,Mogadishu,Unknown,2,3,Police,Sub-Saharan Africa,Armed Assault,"Firearms,Explosives/Bombs/Dynamite",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200701280003,"Two people were killed and 3 others were wounded as gunmen attacked a Somali police station that sparked an hour long battle between policemen and the gunmen.  The firefight was initiated by the gunmen shooting and firing rocket propelled grenades at the police station in Mogadishu, Somalia.  No group has claimed responsibility for the attacks.",shooting
200701210010,2007-01-21,Sri Lanka,Vavuniya,Liberation Tigers of Tamil Eelam (LTTE),1,0,Police,South Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200701210010,"A police constable, Nelson Hewawitharana, was shot and killed in Vavuniya district, Sri Lanka.  The victim was on a public bus when members of the Liberation Tigers of Tamil Eelam (LTTE) boarded the bus, pulled him off, and shot him.",shooting
200701110001,2007-01-11,Thailand,Raman (District),Unknown,1,0,Educational Institution,Southeast Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200701110001,"A Buddhist teacher was killed by a pistol in a drive-by shooting in Yala province, Thailand. Authorities blamed the attack on Islamic insurgents in the area.",shooting
200611240002,2006-11-24,Thailand,NA,Unknown,2,0,Private Citizens & Property,Southeast Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200611240002,Two Muslim men in their 20s were shot dead by an unknown number of unidentified assailants in a drive-by shooting in the Yala Province of Thailand. No responsibility was immediately taken for the attack.,shooting
200611180003,2006-11-18,India,Unknown,Unknown,2,0,"Government (General),Private Citizens & Property",South Asia,Assassination,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200611180003,"Unidentified militants stormed the home of a local political party worker in the village of Chak Nathnusa village in the Indian-controlled portion of Kashmir. Authorities suspect that the same group of militants forced their way into the home of another man nearby, shooting him dead as well. No claim of responsibility was reported.",shooting
200611170006,2006-11-17,Thailand,NA,Unknown,0,1,Police,Southeast Asia,"Armed Assault,Assassination",Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200611170006,An unknown number of suspected insurgents seriously wounded a border patrol policeman in a drive-by shooting in the Pattani province of Thailand. No responsibility was immediately claimed for the attack.,shooting
200611170003,2006-11-17,Thailand,NA,Unknown,1,0,Private Citizens & Property,Southeast Asia,"Armed Assault,Assassination",Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200611170003,A village headman in the Yala province of Thailand was killed by two unidentified gunmen in a drive by shooting. The village headman was shot while he walked his child off at school. No responsibility was immediately claimed for the attack.,shooting
200611120004,2006-11-12,Thailand,Rue So district,Unknown,1,1,Business,Southeast Asia,Armed Assault,"Firearms,Explosives/Bombs/Dynamite",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200611120004,"Two hooded gunmen fired from motorcycles at a tea shop in Narathiwat province's Rue So district, Thailand, shortly after midnight, killing a 30-year-old male customer seated at a table with his brother, who was injured. No one claimed responsibility for the attack.",shooting
200610230008,2006-10-23,Sri Lanka,Trincomalee,Unknown,1,0,Private Citizens & Property,South Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200610230008,"A Tamil man was shot and killed by an unidentified assailant in Trincomalee town, Sri Lanka.  The victim, Jeyaratnam Jesuthadasan, was found dead at St. Anthony's Lane.  One source stated that the victim was killed by a guman on a motorcycle.",shooting
200610160006,2006-10-16,Indonesia,Palu,Unknown,1,0,Religious Figures/Institutions,Southeast Asia,Assassination,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200610160006,"Two gunmen on a motorcycle killed a Christian reverend, shooting him in the head while he was shopping with his wife. It is believed that his killing was meant to inflame Muslim-Christian tensions in religiously mixed Sulawesi, Indonesia particularly its Poso district. No claim of responsibility was issued.",shooting
200609280007,2006-09-28,Thailand,NA,Unknown,1,0,Private Citizens & Property,Southeast Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200609280007,Unknown militants killed a man by shooting him the head after he dropped a group of children off at school. No group claimed responsibility in the attack.,shooting
200609280006,2006-09-28,Iraq,Fallujah,Unknown,1,0,Military,Middle East & North Africa,Assassination,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200609280006,"Unidentified armed men assassinated a Colonel from the former Iraqi Army in front of his house in al-Fallujah, Iraq. No other casualties were reported in the attack. No group claimed responsibility for the shooting.",shooting
200609150004,2006-09-15,Sri Lanka,Jaffna,Liberation Tigers of Tamil Eelam (LTTE) (suspected),1,0,Business,South Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200609150004,"A youth was killed in a shooting near a gasoline filling station at Kalliyankadu in Jaffna, Sri Lanka. The LTTE is suspected, and no motive has been found.",shooting
200609010007,2006-09-01,Sri Lanka,Jaffna,Liberation Tigers of Tamil Eelam (LTTE) (suspected),2,0,Private Citizens & Property,South Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200609010007,"Suspected members of the Liberation Tigers of Tamil Eelam (LTTE) fatally shot two Tamil civilians, Chandrasekaran Wijesekaran and Pusparasa Wimalarasa, while they were traveling on a motorcycle in Jaffna, Sri Lanka.",shooting
200608290009,2006-08-29,Sri Lanka,Vinayagapuram,Liberation Tigers of Tamil Eelam (LTTE),1,0,Private Citizens & Property,South Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200608290009,"Members of the Liberation Tigers of Tamil Eelam (LTTE) fatally shot ex-LTTE member Periyathambi Velupillai outside his home in Vinayagapuram, Valachchenai, Sri Lanka, around 10:30pm after he refused to rejoin the LTTE.",shooting
200608290001,2006-08-29,Algeria,El-Kseur,Unknown,3,0,Police,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200608290001,"Gunmen shot and killed two policemen and one civilian in El-Kseur, Algeria. Another civilian was also wounded in the shooting. No group claimed responsibility for the attack.",shooting
200608230005,2006-08-23,Thailand,NA,Unknown,1,0,Private Citizens & Property,Southeast Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200608230005,"A thirty four year old volunteer security officer was killed in a drive-by shooting by suspected Islamic separatists in Narathiwat, Thailand.",shooting
200608190005,2006-08-19,India,Unknown,Maoists,3,1,Police,South Asia,"Armed Assault,Bombing/Explosion","Firearms,Explosives/Bombs/Dynamite",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200608190005,"Three policemen were shot dead and another critically injured when Maoist rebels attacked a police station in India’s Andhra Pradesh State. After the shootings, the militants bombed the police station located in the Nalgonda district. No group claimed responsibility for the attack.",shooting
200608170001,2006-08-17,Algeria,Ben Adjel,Unknown,0,1,Private Citizens & Property,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200608170001,"A young man was shot by gunmen as he was driving his vehicle near the Ben Adjal area in Algeria, but he survived the attack. No one claimed responsibility for the shooting, but similar incidents had previously been perpetrated by Islamic militants.",shooting
200608030017,2006-08-03,Thailand,Ruso (District),Unknown,0,3,Private Citizens & Property,Southeast Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200608030017,"Three Muslim men were injured in a shooting in Narathiwat, Thailand, by suspected Muslim militants. No group claimed responsibility for the attack.",shooting
200608010031,2006-08-01,India,Srinagar,Jaish-e-Mohammad (JeM),2,0,Military,South Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200608010031,Militants killed two paramilitary men in a point-blank shooting in a busy marketplace in the Kakasarai area of Srinagar. Jaish-e-Mohammad claimed responsibility in a post-incident phone call.,shooting
200607060024,2006-07-06,Thailand,Yarang (District),Unknown,1,0,Educational Institution,Southeast Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200607060024,A Thai private school teacher was severely injured by militants. The teacher was targeted in a drive by shooting in Thailand's Pattani Province. The perpetrator group is unknown. No group claimed responsibility for the attack.,shooting
200606240003,2006-06-24,Thailand,NA,Unknown,2,0,Private Citizens & Property,Southeast Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200606240003,"Unknown insurgents killed a father and son in drive by motorcycle shooting in Pattani, Thailand. The perpetrators to this incident were unknown. No claim of responsibility was reported.",shooting
200605310001,2006-05-31,Afghanistan,Unknown,Unknown,1,0,"Government (General),Military",South Asia,Assassination,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200605310001,"Unidentified armed men shot and killed former pro-government commander Haji Abdul Hakim while he was driving towards the district office in the southern Helmand Province, Afghanistan. No group claimed responsibility and no one was arrested.",shooting
200605280012,2006-05-28,Thailand,Narathiwat,Unknown,1,1,Government (General),Southeast Asia,"Armed Assault,Assassination",Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200605280012,"A Muslim village chief, Dorha Sa Dorloh, was killed and his wife wounded after they were attacked in a drive-by shooting by ‘Islamic militants’ in Thailand’s Narathiwat province. A police lieutenant stated that ‘suspected militants’ carried out the attack and then stole the couple’s motorcycle. No claim of responsibility was reported.",shooting
200605190005,2006-05-19,Thailand,Cho Ai Rong ((District)),Unknown,0,2,Educational Institution,Southeast Asia,Hostage Taking (Kidnapping),Unknown,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200605190005,"In an incident connected to a previous case in Thailand’s Narathiwat Province’s Kuching Ruepah School (200605170006), 300-500 angry villagers charged the school and kidnapped 11 teachers. All of the teachers were released that day, but two of them, Sirinart Thawornsook and Chooling Kongkanmool, sustained critical injuries. Karimah Mahsa, wife of Muslim separatist Muhamad Sapae-ing Buari who had been arrested earlier for allegedly taking part in the murder of two marines, was arrested for inciting the attack. Mahsa and the other villagers demanded the government release two suspected militants who were arrested earlier in the day, including Muhamad Sapae-ing Buari, for the release of the teachers. The two female teachers who were injured were both Buddhists. No claim of responsibility was reported.",shooting
200605110010,2006-05-11,Algeria,Ouled Ali,Algerian Islamic Extremists,1,1,Military,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200605110010,"Unknown perpetrators, believed to be affiliated with the Islamic insurgency in Algeria, detonated a bomb underneath an Algerian military vehicle en route to the scene of the shooting of a municipal guardsman in Ouled Ali, Algeria.  Ali Gassa, an Algerian citizen, died in the bombing and one Algerian soldier was wounded.",shooting
200605110009,2006-05-11,Algeria,Ouled Ali,Algerian Islamic Extremists,0,1,Police,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200605110009,"Three armed assailants, believed to be affiliated with the Islamic insurgency in Algeria, set up a fake roadblock in Ouled Ali, Algeria, and forced Hamid Amrouche, a municipal guardsman, off a bus subsequently killing him.",shooting
200604210002,2006-04-21,Sri Lanka,Serunuware,Liberation Tigers of Tamil Eelam (LTTE),3,3,"Military,Police",South Asia,"Armed Assault,Bombing/Explosion","Explosives/Bombs/Dynamite,Firearms",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604210002,"A home-guard was killed and a policeman injured when an armed LTTE group attacked them (report implied an explosive of some sort) and opened fire at army personnel who were searching for incendiary devices along the 58th colony road at Dehiwatta, Serunuwara, Trincomalee, Sri Lanka. The attack was followed with small-arms fire at the victims. A police vehicle responding to the blast was then attacked with another Claymore mine that wounded four more men, two who later died. Following the shooting, outrage erupted and a mob stormed Menkamam Tamil village and torched five houses. One person died in the incident.",shooting
200604140024,2006-04-14,Thailand,Rangae (District),Unknown,0,1,Private Citizens & Property,Southeast Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604140024,A civilian was wounded in a shooting by assailants on a motorcycle armed with assault rifles in the Rangae district of Thailand. No group claimed responsibility for the attack.,shooting
200604140012,2006-04-14,Iraq,Baiji,Unknown,1,0,Private Citizens & Property,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604140012,"A drive by shooting killed a man walking along the street in Baiji, Iraq. No group claimed responsibility for the attack.",shooting
200604130018,2006-04-13,Bangladesh,Chuadanja district,Purbo Banglar Communist Party (suspected),2,4,Government (General),South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604130018,"Suspects of the PBCP threw four home-made bombs at a shop in Paka village at Jiban Nagar in Chudanga (District), Belarus killing two and injuring three. About five minutes later, they shot an elderly woman a few meters (yards) away, killing her instantly. The attacks were in response to the capture of the group's leader.",shooting
200604130004,2006-04-13,Iraq,Baghdad,Unknown,2,0,Private Citizens & Property,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604130004,"Mahmoud al-Hashimi, the brother of prominent Sunni Arab politician Tareq al-Hashimi, leading member of the Sunni National Concord Front coalition, and his companion were killed Thursday in a drive-by shooting in a Shi'a area in central Baghdad, Iraq. No group claimed responsibility for the attack.",shooting
200604110018,2006-04-11,Thailand,Mayo (District),Unknown,0,1,Private Citizens & Property,Southeast Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604110018,"Weerapong Petchwiroj was shot three times in the back and ribs in a drive-by shooting while on his way to work at a rubber processing plant in the Mayo (District) of Pattani, Thailand. He remained in critical condition at Pattani hospital.",shooting
200604110013,2006-04-11,India,Satgaon,United People's Democratic Solidarity (UPDS),0,1,Private Citizens & Property,South Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604110013,"United People's Democratic Solidarity (UPDS) members opened fire on a group of Congress supporters in the Satgaon area of India around 7:00 a.m., critically injuring one of them. The injured person was identified as Bikram Sing Timung.",shooting
200604100010,2006-04-10,India,Udhampur district,Unknown,3,0,Private Citizens & Property,South Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604100010,"Gunmen burst into the house of Ghulam Mohammed in Kashmir, India, shooting him and his wife dead before gunning down Mohammed's brother, Assad Ullah. No group claimed responsibility for the attack.",shooting
200604090014,2006-04-10,Afghanistan,Unknown,Taliban,5,0,Government (General),South Asia,Armed Assault,"Firearms,Incendiary",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604090014,"Unidentified assailants attacked a government health clinic in Badghis, Afghanistan, shooting and killing four doctors of an NGO and one driver, and then set the building on fire. The Taliban later claimed responsibility for the attack in a phone call.",shooting
200604070012,2006-04-07,Russia,Admiralty Island,Skinheads,1,0,Private Citizens & Property,Eastern Europe,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604070012,"Skinheads were thought to be behind a shooting death in St Petersburg, Russia, of a third year communications student Senegalese national, Lamzar Samba, just as he left a nightclub in the morning when a lone gunman ambushed him and a group of friends with a pump-action shotgun and shot in the back and in the neck while the others were able to escape. No group claimed responsibility for the attack.",shooting
200604030017,2006-04-03,Iraq,Baiji,Unknown,2,3,Business,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604030017,"Gunmen using an unidentified car fired at a civilian car with five people in it near Al-Barakah restaurant and killed two Iraqi security personnel members of the ninth regiment of Oil Facilities Protection Force who guarded an oil facility in Baiji, as well as wounding three others of the ninth regiment personnel.",shooting
200604030015,2006-04-03,Thailand,Yarang (District),Unknown,0,1,Business,Southeast Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604030015,"A citizen, Rusdee Chewae, was injured and rushed to the hospital in a drive-by shooting while having dinner with his friends at a roadside restaurant in Yarang (District) when an unknown number of suspected militants drove a pickup truck past the restaurant and opened fire on the crowd before speeding away. No group claimed responsibility for the attack.",shooting
200604020027,2006-04-02,Thailand,Yi-ngor (District),Unknown (suspected),1,0,Government (General),Southeast Asia,Assassination,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604020027,"Wanabdulrohim Sritulakarn, a deputy district chief from Pattani province of Thailand, was shot by by two gunmen with a pistol as he drove in his sedan. The deputy district chief later died from his wounds, but their was no claim of responsibility.",shooting
200603240004,2006-03-24,Sri Lanka,Sasthrikulankulam,Liberation Tigers of Tamil Eelam (LTTE) (suspected),1,1,Business,South Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200603240004,"Suspected Liberation Tigers of Tamil Eelam (LTTE) rebels shot and killed Ponniah Murugesu, an ethnic Tamil bussinessman, outside of his shop in Kuchchaveli, Tricomalee district, Sri Lanka.  His assistant was injured in the shooting.",shooting
200602270002,2006-02-27,Thailand,Cho Ai Rong ((District)),Unknown,1,0,Private Citizens & Property,Southeast Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602270002,"Two unidentified gunmen killed civilian Thep Petchkuat in a drive-by shooting in Cho Airong district, Narathiwat province, Thailand. No group claimed responsibility for the attack.",shooting
200602260012,2006-02-26,Iraq,Kut,Unknown,0,1,Journalists & Media,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602260012,Unidentified gunmen seriously wounded Iraqi journalist Nabila Ibrahim in a drive-by shooting in Kut in southeastern Iraq. No group claimed responsibility for the attack.,shooting
200602220006,2006-02-22,Iraq,Basra,Unknown,12,0,Police,Middle East & North Africa,"Hostage Taking (Kidnapping),Armed Assault",Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602220006,"Unidentified gunmen dressed in police uniforms broke into a prison in Basra, Iraq, and kidnapped 12 inmates, including two Egyptians, two Tunisians, a Libyan, a Saudi and a Turk, shooting all of them dead in retaliation for the Askariya shrine attack. No group claimed responsibility for the attack.",shooting
200602180008,2006-02-18,Iraq,Ramadi,Unknown,1,0,Police,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602180008,"Unidentified gunmen killed an Iraqi police major in a drive-by shooting in Ramadi, Iraq.  No group claimed responsibility for the attack.",shooting
200602170011,2006-02-17,Iraq,Husseiniyah,Unknown,1,0,Business,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602170011,"Unidentified gunmen killed a cigarette salesman in a drive-by shooting in Husseiniyah, Iraq. No group claimed responsibility for the attack.",shooting
200602170007,2006-02-17,Thailand,Muang ((District)),Unknown,1,0,Private Citizens & Property,Southeast Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602170007,"Unidentified gunmen killed 49-year-old Sawian Nuplod, an irrigation dam security guard, in a drive-by shooting as he was heading to work in the Muang district of Yala province, Thailand. The motive and perpetrators of the attack were unknown. No group claimed responsibility for the attack.",shooting
200602170006,2006-02-17,Thailand,Rangae ((District)),Unknown,0,13,Police,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602170006,"A bomb, detonated by suspected Islamic militants, exploded at a crime scene as police were investigating a shooting in the Rangae district of Narathiwat province, Thailand, injuring 13 people, including 11 policemen. Police suspected that the militants were also responsible for the shooting of the 46-year-old Buddhist villager to lure police to the scene, which occurred in front of the Tanyongmas market. No group claimed responsibility for the attack.",shooting
200602160007,2006-02-16,Iraq,Khan Bani Saad,Unknown,3,0,"Government (General),Government (General),Government (General)",Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602160007,"Unidentified gunmen killed two tribal leaders and a municipal leader in a drive-by shooting in Khan Bani Saad, Iraq. The three victims were Sheik Mindab al-Khafaji, 55, a clan leader and head of Khan Bani Saad tribal council; Raad Ahmed Chibish al-Jibouri, 45, a member of the tribal council; and Sheik Hanash al-Moussaoui, 45, a member of Khan Bani Saad's local council. No group claimed responsibility for the attack.",shooting
200602150008,2006-02-15,Iraq,Baghdad,Unknown,1,0,Private Citizens & Property,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602150008,One civilian was killed in a drive-by shooting in western Baghdad's Ghazaliyah district. The assailants were unknown. No group claimed responsibility for the attack.,shooting
200602120014,2006-02-12,Iraq,Baqubah,Unknown,1,0,Government (General),Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602120014,"Unidentified gunmen killed Iraqi Education Ministry official Karim Selman al-Zaidi in a drive-by shooting in Baqubah, Iraq.",shooting
200602120008,2006-02-12,Iraq,Baghdad,Unknown,2,0,Private Citizens & Property,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602120008,"Unidentified gunmen killed two people in a drive-by shooting in the Shula neighborhood of northern Baghdad, Iraq.",shooting
200602120006,2006-02-12,Iraq,Baiji,Unknown,4,0,Private Citizens & Property,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602120006,"Unidentified gunmen killed four oil inspectors in a drive-by shooting near the northern oil refinery city of Baiji, Iraq.",shooting
200602090003,2006-02-09,West Bank and Gaza Strip,Gaza,Al-Aqsa Martyrs Brigade (suspected),0,0,Government (Diplomatic),Middle East & North Africa,Hostage Taking (Kidnapping),Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602090003,"Two masked gunmen kidnapped Egyptian diplomat Hussam Almousaly after shooting out the tires of his diplomatic vehicle and forcing him into their car close to the Egyptian diplomatic mission in Gaza City, Gaza Strip. The previously unknown Al Ahrar Brigades claimed responsibility for the attack and demanded the release of Palestinian prisoners in Egypt. Almousaly was released unharmed and left outside of a mosque in Gaza City two days later on 2/11/2006.",shooting
200602060007,2006-02-06,Iraq,Baghdad,Unknown,1,1,Private Citizens & Property,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602060007,"Unidentified gunmen shot and killed a 60-year-old retired teacher and injured his son in a drive-by shooting in Baghdad, Iraq. No group claimed responsibility for the attack.",shooting
200601240010,2006-01-24,West Bank and Gaza Strip,Nablus,Al-Fatah,1,0,Violent Political Party,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200601240010,"A Fatah campaigner, Ahmed Hassuneh, was shot and killed in the West Bank city of Nablus on the eve of the Palestinian election by Fatah gunmen from a rival internal faction. At the time of the shooting, Hassuneh had been attempting to get the perpetrators to stop shooting at campaign posters on his house. There were no reported claims of responsibility for the attack. Approximately 1,000 people marched to the main police station in Nablus in protest.",shooting
200601230016,2006-01-23,Iraq,Baghdad,Unknown,3,0,Private Citizens & Property,Middle East & North Africa,"Armed Assault,Hostage Taking (Kidnapping)",Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200601230016,"Shi i gunmen wearing government security force uniforms raided a Sunni neighborhood in central Baghdad, Iraq, shooting dead three men, and abducting more than 20 others. Three of those abducted were later released in eastern Baghdad, but the fates of the rest are unknown. One of those killed in the initial raid was identified as Ismail Moh sen, and one of those later released after the abduction was identified as Yas ser Khalil. There were no reported claims of responsibility for the attack.",shooting
200601190015,2006-01-19,Sri Lanka,Trincomalee district,Unknown,0,19,"Military,Private Citizens & Property,Police",South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200601190015,"Unidentified assailants attacked a Sri Lanka Navy jeep with a claymore mine strapped to a bicycle around 4:00pm along the Trincomalee-Kandy road in Trincomalee, Sri Lanka, wounding 19.  Among those wounded were two Navy personnel, one police constable, and 16 civilians.  Following the attack, soldiers retaliated by shooting back at the assailants.  Several civilians were detained for questioning after the incident.",shooting
200601080005,2006-01-08,Thailand,Unknown,Unknown,0,2,Private Citizens & Property,Southeast Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200601080005,"In Yala Province, Thailand, a man and woman were shot and injured in a drive-by shooting by suspected militants. No group claimed responsibility",shooting
200512270002,2005-12-27,Sri Lanka,Kalmunai,Liberation Tigers of Tamil Eelam (LTTE) (suspected),1,1,Police,South Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200512270002,"Constable Mohammed Meera Naiyaz was shot and killed while on patrol in Kalmunai, Sri Lanka.  Another constable was injured in the shooting.  Although the Liberation Tigers of Tamil Eelam (LTTE) were blamed for the incident, it is unconfirmed if the rebels were in fact responsible for the shooting.",shooting
200512160001,2005-12-16,West Bank and Gaza Strip,Hebron,"Al-Fatah,Palestinian Islamic Jihad (PIJ)",1,2,Private Citizens & Property,Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200512160001,Palestinian gunmen in the West Bank’s Hebron Hills killed an Israeli man and wounded two other women in a drive by shooting.  Fatah and Islamic Jihad claimed joint responsibility for the attack.,shooting
200511260002,2005-11-26,Iraq,Baghdad,Unknown,1,3,"Private Citizens & Property,Private Citizens & Property",Middle East & North Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200511260002,"One Iraqi election worker was killed and three others wounded in a drive-by shooting attack in the al-Amil (District) of Baghdad. They were putting up election posters for the United Iraqi Alliance, a religious Shi i coalition. No group claimed responsibility for the attack.",shooting
